Network,Station,Latitude,Longitude,Elevation_m,Site
AV,AU12,59.3829,-153.4542,210.0,"AU12, Augustine Volcano, Alaska"
AV,AU13,59.3458,-153.4364,518.0,"AU13, Augustine Volcano, Alaska"
AV,AU14,59.3705,-153.3992,303.0,"AU14, Augustine Volcano, Alaska"
AV,AU15,59.3501,-153.4879,168.0,"AU15, Augustine Volcano, Alaska"
AV,AU20,59.3696,-153.3563,102.0,"Augustine Mound, Augustine Volcano, Alaska"
AV,AU22,59.370595,-153.35506,105.0,"Augustine Mound, Augustine Volcano, Alaska"
AV,AUC,59.3593,-153.4268,1175.0,"Augustine Crater, Cook Inlet, Alaska"
AV,AUCH,59.3626,-153.4447,916.0,"Augustine Cone H, Augustine Volcano, Alaska"
AV,AUE,59.3711,-153.3773,168.0,"Augustine East, Augustine Volcano, Alaska"
AV,AUH,59.3632,-153.4454,890.0,"Dome H, Augustine Volcano, Alaska"
AV,AUI,59.3345,-153.4299,293.0,"Augustine Island, Cook Inlet, Alaska"
AV,AUJA,59.33956,-153.42258,376.0,"Augustine Junction, Augustine Volcano, Alaska"
AV,AUJK,59.34593,-153.41057,359.0,"Augustine Juergen Kienle, Augustine Volcano, Alaska"
AV,AUL,59.38218,-153.43765,327.0,"Lava Flow, Augustine Volcano, Alaska"
AV,AULG,59.3773,-153.5193,18.0,"Augustine Lagoon, Augustine Volcano, Alaska"
AV,AUNO,59.403992,-153.451444,30.5,"Augustine North, Augustine Volcano, Alaska"
AV,AUNW,59.3775,-153.479,160.0,"Augustine Northwest, Augustine Volcano, Alaska"
AV,AUP,59.3627,-153.4226,1033.0,"Augustine Pinnacle, Augustine Volcano, Alaska"
AV,AUQ,59.3549,-153.4143,647.0,"Augustine Qik'rtamen, Augustine Volcano, Alaska"
AV,AUR,59.3621,-153.4335,1225.0,"Augustine Rim, Cook Inlet, Alaska"
AV,AUS,59.3593,-153.4329,1226.0,"Augustine Summit, Cook Inlet, Alaska"
AV,AUSB,59.333,-153.4284,230.0,"Augustine South Buttress, Augustine Volcano, Alaska"
AV,AUSE,59.3407,-153.3997,152.0,"Augustine Southeast, Cook Inlet, Alaska"
AV,AUSS,59.358957,-153.431042,1211.0,"Augustine Summit Station, Augustine Volcano, Alaska"
AV,AUW,59.369413,-153.47295,300.0,"Augustine West, Augustine Volcano, Alaska"
AV,AUWS,59.35851,-153.46115,465.0,"Augustine West Swell, Augustine Volcano, Alaska"
AV,AZAC,56.8947,-158.2328,1057.0,"Aniakchak Zack, Alaska"
AV,BAEI,61.132128,-148.122216,588.3,"Barry Arm East Infrasound Array, Alaska"
AV,BAIS,61.119669,-148.157701,9.5,"Barry Arm Island Infrasound Array, Alaska"
AV,BATI,61.141745,-148.174948,1034.4,"Barry Arm Infrasound Campaign, Alaska"
AV,BGL,61.2663,-152.3913,1127.0,"Barrier Glacier, Mount Spurr, Alaska"
AV,BGM,59.392,-155.2315,625.0,"Big Mountain, Regional Station, Alaska"
AV,BGR,60.7569,-152.4199,985.0,"Barrier Glacier Two, regional station, Alaska"
AV,BKG,61.0696,-152.265,1009.0,"Blockade Glacier, Mount Spurr, Alaska"
AV,BLDW,55.190907,-162.787687,239.0,"Baldy Mountain West, Mount Dutton, Alaska"
AV,BLDY,55.1936,-162.7856,259.0,"Baldy Mountain, Mount Dutton, Alaska"
AV,BLHA,55.702988,-162.066971,399.0,"Black Hill, Pavlof Volcano, Alaska"
AV,BOGO,53.9291,-168.0347,5.0,"Bogoslof, Bogoslof Volcano, Alaska"
AV,BPBC,56.5889,-158.4547,584.0,"Black Peak Birthday Creek, Veniaminof, Alaska"
AV,BPPC,56.58428,-158.82578,856.8,"Black Peak Purple Crater, Alaska"
AV,BRPK,54.6446,-163.74286,402.3,"Brown Peak, Shishaldin Volcano, Alaska"
AV,CAHL,58.0518,-155.3036,807.0,"Cahill, Katmai, Alaska"
AV,CDD,58.9289,-153.6449,622.0,"Cape Douglas, Fourpeaked Volcano, Alaska"
AV,CEAP,52.0012,179.5758,244.0,"Anvil Peak, Cerberus Volcano, Alaska"
AV,CEPE,51.96442,179.64735,339.2,"Perret Ridge, Cerberus Volcano, Alaska"
AV,CERA,51.9058,179.6826,305.0,"Ragged Top, Cerberus Volcano, Alaska"
AV,CERB,51.93023,179.62785,324.3,"Cerberus Volcano, Cerberus Volcano, Alaska"
AV,CESW,51.8998,179.5613,238.0,"Southwest, Cerberus Volcano, Alaska"
AV,CETU,51.96491,179.49217,317.3,"Tuman Head, Cerberus Volcano, Alaska"
AV,CGL,61.3071,-152.009,1082.0,"Capps Glacier, Mt. Spurr, Alaska"
AV,CKL,61.1934,-152.3401,1281.0,"Chakachamna Lake, Mount Spurr, Alaska"
AV,CKN,61.2234,-152.1838,735.0,"Chakachatna North, Mt. Spurr, Alaska"
AV,CKT,61.2002,-152.2085,975.0,"Chakachatna Bend, Mt. Spurr, Alaska"
AV,CLCL,52.8827,-170.02417,353.6,"Carlisle Island, Cleveland Volcano, Alaska"
AV,CLCO,52.7866,-169.7229,137.0,"Concord Point, Cleveland Volcano, Alaska"
AV,CLES,52.8235,-169.8951,146.0,"Cleveland East, Cleveland Volcano, Alaska"
AV,CLNE,52.842481,-169.922345,328.0,"Cleveland Northeast, Cleveland Volcano, Alaska"
AV,CLSF,52.793592,-169.928134,121.0,"Cleveland South Flank, Cleveland Volcano, Alaska"
AV,CNTC,58.2638,-155.8858,1158.0,"Contact Creek, Katmai, Alaska"
AV,CP2,61.2625,-152.24185,1981.0,"Crater Peak 2, Mt. Spurr, Alaska"
AV,CRP,61.2664,-152.1578,1622.0,"Crater Peak, Mount Spurr, Alaska"
AV,DEER,54.97127,-162.32437,392.3,"Deer Island, Alaska"
AV,DFR,60.5913,-152.6882,1090.0,"Drift River, Redoubt, Alaska"
AV,DLL,59.136028,-158.614235,58.5,"Dillingham infrasound array site H1, Alaska"
AV,DOL,55.149621,-161.86472,453.0,"Dolgoi Island, Mount Dutton, Alaska"
AV,DRR3,54.966,-162.2631,457.0,"Deer Island, Mount Dutton, Alaska"
AV,DT1,55.10627,-162.28313,198.0,"Dutton Round Hill, Mount Dutton, Alaska"
AV,DTN,55.1448,-162.259,396.0,"Dutton Volcano, Alaska"
AV,EDCR,57.0717,-135.70076,636.0,"Edgecumbe Crater Ridge, Edgecumbe Volcano, Alaska"
AV,EDES,57.04388,-135.70921,286.0,"Edgecumbe East Side, Edgecumbe Volcano, Alaska"
AV,EDNW,57.063057,-135.783847,361.0,"Edgecumbe Northwest Ridge, Edgecumbe Volcano, Alaska"
AV,EDSO,57.02826,-135.78761,227.0,"Edgecumbe South, Edgecumbe Volcano, Alaska"
AV,ETKA,51.86187,-176.40565,248.0,"Kagalaska Island, Regional Station, Alaska"
AV,FONW,58.8341,-153.9204,905.0,"Fourpeaked Northwest, Fourpeaked Volcano, Alaska"
AV,FOPK,58.7574,-153.4762,546.0,"Fourpeaked Mountain, Fourpeaked Volcano, Alaska"
AV,FOSS,58.7987,-153.6971,1268.0,"Fourpeaked Summit, Fourpeaked Volcano, Alaska"
AV,GAEA,51.7819,-178.7488,326.0,"East, Gareloi Volcano, Alaska"
AV,GAKI,51.5534,-178.814,99.0,"Kavalga Island, Gareloi Volcano, Alaska"
AV,GALA,51.760629,-178.77365,313.0,"Lava Point, Gareloi Volcano, Alaska"
AV,GANE,51.817787,-178.77859,300.0,"Northeast, Gareloi Volcano, Alaska"
AV,GANO,51.8192,-178.8058,451.0,"North, Gareloi Volcano, Alaska"
AV,GASW,51.777633,-178.856549,252.0,"Southwest, Gareloi Volcano, Alaska"
AV,GSCK,52.011509,-176.151768,360.0,"Cape Kiugilak, Great Sitkin Volcano, Alaska"
AV,GSIG,51.986385,-175.92501,409.0,"Igitkin Island, Great Sitkin Volcano, Alaska"
AV,GSMY,52.043035,-176.056699,404.0,"Middle Yoke Creek, Great Sitkin Volcano, Alaska"
AV,GSSP,52.09356,-176.17752,248.0,"Saddle Point, Great Sitkin Volcano, Alaska"
AV,GSTD,52.055797,-176.144777,865.0,"Triple Divide, Great Sitkin Volcano, Alaska"
AV,GSTR,52.094361,-176.05888,495.0,"Teapot Rock, Great Sitkin Volcano, Alaska"
AV,HAG,55.31687,-161.90451,518.2,"Hague Volcano, Pavlof Volcano, Alaska"
AV,HSB,54.1859,-165.9144,497.0,"Hot Springs, Akutan Volcano, Alaska"
AV,ILCB,59.82231,-153.02322,712.0,"Iliamna Chinitna Bay, Iliamna Volcano, Alaska"
AV,ILI,60.0807,-152.9606,771.0,"Iliamna Volcano, Alaska"
AV,ILLG,60.06885,-152.97855,975.0,"Iliamna Lateral Glacier, Iliamna Volcano, Alaska"
AV,ILNE,60.0573,-153.06354,1684.3,"Iliamna Northeast, Iliamna Volcano, Alaska"
AV,ILS,59.957,-153.0703,1125.0,"Iliamna South, Iliamna Volcano, Alaska"
AV,ILSW,59.9832,-153.1425,1318.0,"Iliamna Southwest, Iliamna Volcano, Alaska"
AV,ILW,60.059317,-153.13875,1676.0,"Iliamna West, Iliamna Volcano, Alaska"
AV,INE,60.0599,-153.0644,1634.0,"Iliamna North East, Iliamna Volcano, Alaska"
AV,ISLZ,54.7249,-163.7129,634.0,"Lazaref River, Shishaldin Volcano, Alaska"
AV,ISNN,54.83157,-163.78082,490.0,"Isanotski North, Isanotski, Alaska"
AV,ISTK,54.7312,-163.7083,704.0,"Isanotski, Shishaldin Volcano, Alaska"
AV,IVE,60.0163,-153.0185,1211.9,"Iliamna Volcano East, Iliamna Volcano, Alaska"
AV,IVS,60.0086,-153.083,2332.0,"Iliamna Volcano Summit, Iliamna Volcano, Alaska"
AV,KAB2,58.13116,-154.97616,908.0,"Katmai Barrier Ridge Two, Alaska"
AV,KABR,58.1304,-154.9705,940.0,"Katmai Barrier Ridge, Alaska"
AV,KABU,58.2702,-155.2843,1065.0,"Katmai Buttress Ridge, Alaska"
AV,KAHC,58.6483,-155.0081,1250.0,"Katmai Hardscrabble Creek, Alaska"
AV,KAHG,58.493726,-154.54667,910.0,"Katmai Hook Glacier, Alaska"
AV,KAIC,58.4843,-155.0479,734.0,"Katmai Ikaluik Glacier, Alaska"
AV,KAKN,58.2963,-155.0632,1049.0,"Knife Creek Promontory, Katmai, Alaska"
AV,KAPH,58.596689,-154.346679,907.0,"Katmai Pasha, Alaska"
AV,KARR,58.498123,-154.70383,609.0,"Katmai Rainbow River, Alaska"
AV,KAVE,58.19782,-155.02341,702.0,"Katmai Ventifact, Alaska"
AV,KAWH,58.383,-154.8013,777.0,"Katmai West Hook, Alaska"
AV,KBM,58.27467,-155.20517,687.0,"Katmai Baked Mountain, Alaska"
AV,KCE,58.2426,-155.1854,777.0,"Katmai Cerebus, Alaska"
AV,KCG,58.3069,-155.1135,762.0,"Knife Creek Glacier, Katmai, Alaska"
AV,KEL,58.44,-155.7407,975.0,"Katmai Kelez, Alaska"
AV,KENI,60.640864,-151.07108,17.0,"Kenai infrasound array, Kenai, Alaska"
AV,KICM,51.91896,-177.19559,173.0,"Cape Miga, Kanaga Volcano, Alaska"
AV,KIKV,51.878494,-177.17061,403.0,"Kanaga Volcano, Kanaga Volcano, Alaska"
AV,KIMD,51.761504,-177.235207,173.1,"MID Benchmark, Kanaga Volcano, Alaska"
AV,KINC,51.93147,-177.1275,203.0,"North Cape, Kanaga Volcano, Alaska"
AV,KIRH,51.89981,-177.0937,321.0,"Round Head, Kanaga Volcano, Alaska"
AV,KIWB,51.853,-177.15094,234.0,"Westway Bight, Kanaga Volcano, Alaska"
AV,KJL,58.0533,-155.5753,792.0,"Kejulik, Katmai, Alaska"
AV,KOFP,52.274,-174.0992,662.0,"Flat Point, Korovin Volcano, Alaska"
AV,KOKL,52.3221,-174.2022,758.0,"Mount Kliuchef, Korovin Volcano, Alaska"
AV,KOKV,52.3603,-174.1673,776.0,"Korovin Volcano, Korovin Volcano, Alaska"
AV,KONE,52.39246,-174.12157,247.0,"Northeast, Korovin Volcano, Alaska"
AV,KONW,52.3954,-174.2125,334.0,"Northwest, Korovin Volcano, Alaska"
AV,KOSE,52.3447,-174.0505,625.0,"Southeast, Korovin Volcano, Alaska"
AV,KOWE,52.36459,-174.25262,572.0,"West, Korovin Volcano, Alaska"
AV,KVT,58.38067,-155.29854,505.7,"Katmai Valley of 10,000 Smokes, Alaska"
AV,LSNW,51.96931,178.51482,264.3,"Northwest, Little Sitkin Volcano, Alaska"
AV,LSPA,51.9557,178.5714,335.0,"Pratt Point, Little Sitkin Volcano, Alaska"
AV,LSSA,51.9484,178.5112,549.0,"Saddle, Little Sitkin Volcano, Alaska"
AV,LSSE,51.93203,178.56697,308.8,"Southeast, Little Sitkin Volcano, Alaska"
AV,LVA,54.1609,-166.0337,457.0,"Lava Point, Akutan Volcano, Alaska"
AV,MAPS,53.808128,-166.94061,333.0,"Pakushin Southeast, Makushin Volcano, Alaska"
AV,MCIR,53.9505,-166.8942,800.0,"Makushin Cirque, Makushin Volcano, Alaska"
AV,MGLS,58.133437,-155.16262,509.0,"Mageik Landslide, Katmai, Volcanic Group,  Alaska"
AV,MGOD,53.793422,-166.878,667.0,"Gods Own Repeater Site, Makushin Volcano, Alaska"
AV,MMN,59.1845,-154.3389,442.0,"McNeil River, Regional Station, Alaska"
AV,MNAT,53.88291,-166.68574,384.0,"Nateekin Bay, Makushin  Volcano, Alaska"
AV,MREP,53.8096,-166.7476,785.0,"Repeater, Makushin Volcano, Alaska"
AV,MSOM,53.8154,-166.9385,146.0,"Julie Andrews, Makushin Volcano, Alaska"
AV,MSW,53.914796,-166.788006,423.0,"Switchbacks, Makushin Volcano, Alaska"
AV,MTBL,53.968,-166.6813,810.0,"Table Top, Makushin Volcano, Alaska"
AV,N20K,61.2001,-152.2089,991.0,"Chakachatna River, Mount Spurr, AK, USA"
AV,N25K,61.6061,-144.5982,1087.0,"Chitina, Valdez-Cordova, AK, USA"
AV,NCG,61.4031,-152.159,1244.0,"North Capps Glacier, Mount Spurr, Alaska"
AV,NCT,60.5621,-152.9293,1136.0,"North Crescent, Redoubt Volcano, Alaska"
AV,OKAK,53.4113,-168.36,165.0,"Cape Aslik 2, Okmok Caldera, Alaska"
AV,OKAS,53.4043,-168.3634,270.0,"Cape Aslik, Okmok Caldera, Alaska"
AV,OKBR,53.41915,-168.07471,452.0,"Big Rock, Okmok Caldera, Alaska"
AV,OKCB,53.4559,-168.1257,404.0,"New Cone D, Okmok Caldera, Alaska"
AV,OKCD,53.4293,-168.1143,459.0,"Cone D, Okmok Caldera, Alaska"
AV,OKCE,53.4261,-168.16629,516.0,"Cone E, Okmok Caldera, Alaska"
AV,OKCF,53.3948,-168.1382,685.0,"Cone F, Okmok Caldera, Alaska"
AV,OKER,53.4536,-168.0513,956.0,"East Rim, Okmok Caldera, Alaska"
AV,OKFG,53.41078,-167.91141,196.0,"Magazine Ridge, Fort Glenn, Okmok Caldera, Alaska"
AV,OKID,53.4764,-167.8182,437.0,"Mount Idak, Okmok Caldera, Alaska"
AV,OKIF,53.410298,-167.914317,218.4,"Okmok Infrasound Array, Umnak Island, Alaska"
AV,OKNC,53.4559,-168.12553,404.0,"New Cone D, Okmok Caldera, Alaska"
AV,OKNO,53.52769,-168.09396,460.9,"North Ridge, Okmok Caldera, Alaska"
AV,OKRE,53.5192,-168.1661,422.0,"Reindeer Point, Okmok Caldera, Alaska"
AV,OKSO,53.3565,-168.1619,460.0,"South, Okmok Caldera, Alaska"
AV,OKSP,53.2516,-168.2925,608.0,"Steeple Point, Okmok Caldera, Alaska"
AV,OKTU,53.3829,-168.0431,646.0,"Mount Tulik, Okmok Caldera, Alaska"
AV,OKWE,53.4711,-168.2418,445.0,"Weeping Wall, Okmok Caldera, Alaska"
AV,OKWR,53.4337,-168.2076,1017.0,"West Rim, Okmok Caldera, Alaska"
AV,OPT,59.6526,-153.2321,602.0,"Oil Point, Regional Station, Alaska"
AV,P18K,59.3922,-155.2292,680.0,"Big Mountain, AK, USA"
AV,P19K,59.6524,-153.2319,629.0,"Oil Pt, AK, USA"
AV,PDB,59.7841,-154.1917,360.0,"Pedro Bay, Regional Station, Alaska"
AV,PLBL,57.6991,-156.821,461.0,"Blue Mountain, Mt. Peulik Volcano, Alaska"
AV,PLK1,57.8012,-156.6093,78.0,"Mt. Peulik Volcano 1, Alaska"
AV,PLK2,57.7634,-156.3264,401.0,"Mt. Peulik Volcano 2, Alaska"
AV,PLK3,57.688,-156.2695,494.0,"Mt. Peulik Volcano 3, Alaska"
AV,PLK4,57.6314,-156.3598,1031.0,"Mt. Peulik Volcano 4, Alaska"
AV,PLK5,57.997,-156.88,49.0,"Mt. Peulik Volcano 5, Alaska"
AV,PLWL,58.0442,-156.3434,585.0,"Whale Mountain, Mt. Peulik Volcano, Alaska"
AV,PN7A,55.4329,-161.9973,838.0,"Pavlof North 7A, Pavlof Volcano, Alaska"
AV,PS1A,55.42002,-161.74385,283.5,"Pavlof South 1A, Pavlof Volcano, Alaska"
AV,PS4A,55.34597,-161.85651,329.8,"Pavlof South 4A, Pavlof Volcano, Alaska"
AV,PTHD,56.95167,-158.65016,18.97,"Port Heiden regional site, Aniakchak Volcano, Alaska"
AV,PV6,55.4528,-161.9205,747.0,"Pavlof North 6, Pavlof Volcano, Alaska"
AV,PV6A,55.507,-161.9714,352.0,"Pavlof North 6A, Pavlof, Alaska"
AV,PVV,55.37316,-161.79199,165.8,"Pavlof Volcano, Alaska"
AV,Q17K,58.2637,-155.8865,1165.0,"Contact Creek, Katmai, AK, USA"
AV,Q18K,58.6484,-155.0086,1250.0,"Katmai Hardscrabble Creek, AK, USA"
AV,Q20K,58.6097,-152.3942,180.0,"Shuyak Island, AK, USA"
AV,R17L,57.6313,-156.3599,524.0,"Mt. Peulik Volcano, AVO PLK4, AK, USA"
AV,RD01,60.4885,-152.7031,1831.0,"Broadband 01, Redoubt, Alaska"
AV,RD02,60.5208,-152.7376,1401.0,"Broadband 02, Redoubt, Alaska"
AV,RD03,60.4705,-152.8201,1607.0,"Broadband 03, Redoubt, Alaska"
AV,RDDF,60.5912,-152.6883,1134.0,"Drift River, Redoubt Volcano, Alaska"
AV,RDDR,60.5843,-152.5887,905.0,"Drift River, Redoubt Volcano, Alaska"
AV,RDE,60.5869,-152.5925,571.0,"East, Redoubt Volcano, Alaska"
AV,RDJH,60.5905,-152.8058,1414.0,"Juergen's Hut, Redoubt Volcano, Alaska"
AV,RDN,60.5224,-152.7401,1400.0,"North, Redoubt Volcano, Alaska"
AV,RDSO,60.4536,-152.7453,1556.9,"South, Redoubt Volcano, Alaska"
AV,RDT,60.5726,-152.4079,945.0,"Redoubt, Redoubt Volcano, Alaska"
AV,RDW,60.4821,-152.81,1813.0,"West, Redoubt Volcano, Alaska"
AV,RDWB,60.486807,-152.843634,1659.0,"West Buttress, Redoubt Volcano, Alaska"
AV,RED,60.4196,-152.7742,1071.0,"Redoubt Volcano, Redoubt Volcano, Alaska"
AV,REF,60.4888,-152.694,1641.0,"East Flank, Redoubt Volcano, Alaska"
AV,RSO,60.4616,-152.756,1921.0,"South, Redoubt Volcano, Alaska"
AV,S12K,55.702988,-162.066971,399.0,"Black Hills, AK, USA"
AV,S14K,56.2848,-159.5532,1059.0,"Fog Glacier, AK, USA"
AV,SDPI,55.3492,-160.4768,80.0,"Sand Point infrasound array, Unga Island, Alaska"
AV,SPBG,61.2591,-152.3722,1087.0,"Barrier Glacier, Mount Spurr, Alaska"
AV,SPBL,61.3764,-151.8947,927.0,"Spurr Beluga Lake, Mount Spurr, Alaska"
AV,SPCG,61.2913,-152.0228,1329.0,"Capps Glacier, Mount Spurr, Alaska"
AV,SPCL,61.1956,-152.3399,1274.0,"Chakachamna Lake, Mount Spurr, Alaska"
AV,SPCN,61.223675,-152.18403,733.3,"Chakachatna North, Mount Spurr, Alaska"
AV,SPCP,61.265465,-152.155495,1640.0,"Crater Peak Broadband, Mount Spurr, Alaska"
AV,SPCR,61.2003,-152.2091,984.0,"Chakachatna River, Mount Spurr, Alaska"
AV,SPNN,61.3662,-152.7012,1166.0,"North Nagishlamina, Mount Spurr, Alaska"
AV,SPNW,61.3465,-152.6062,1040.0,"Spurr Northwest, Mount Spurr, Alaska"
AV,SPU,61.1811,-152.0566,800.0,"Mount Spurr, Mount Spurr, Alaska"
AV,SPWE,61.27346,-152.559,1317.0,"Spurr West, Mount Spurr, Alaska"
AV,SSBA,54.771749,-164.12662,646.2,"Broadband A, Shishaldin Volcano, Alaska"
AV,SSLN,54.811351,-163.998557,789.6,"North, Shishaldin Volcano, Alaska"
AV,SSLS,54.70938,-163.99723,796.0,"South, Shishaldin Volcano, Alaska"
AV,SSLW,54.7709,-164.1234,636.0,"West, Shishaldin Volcano, Alaska"
AV,STLK,61.4982,-151.8349,945.0,"Strandline Lake, Mount Spurr Regional Station, Alaska"
AV,SYI,58.6094,-152.3935,149.0,"Shuyak Island, Alaska"
AV,TACS,51.8621,-178.1414,918.0,"Cape Sajaka, Tanaga Volcano, Alaska"
AV,TAFL,51.7555,-177.8998,186.0,"Flats, Tanaga Volcano, Alaska"
AV,TAFP,51.899,-177.9853,440.0,"Falls Point, Tanaga Volcano, Alaska"
AV,TANO,51.9146,-178.1228,269.0,"North, Tanaga Volcano, Alaska"
AV,TAPA,51.8144,-177.8148,640.0,"Point Aries, Tanaga Volcano, Alaska"
AV,TASE,51.834935,-178.03717,686.0,"Southeast, Tanaga Volcano, Alaska"
AV,TASO,51.85355,-178.1453,690.0,"South, Tanaga Volcano, Alaska"
AV,VNBL,56.30434,-159.2077,640.7,"Black Lake, Mount Veniaminof, Alaska"
AV,VNCG,56.20186,-159.48344,1199.1,"Cone Glacier, Mount Veniaminof, Alaska"
AV,VNFG,56.2849,-159.5532,1068.0,"Fog Glacier, Mount Veniaminof, Alaska"
AV,VNHG,56.2203,-159.1663,966.0,"Harpoon Glacier,Mount Veniaminof,  Alaska"
AV,VNKR,56.032021,-159.36805,620.0,"Kametolook River, Mount Veniaminof, Alaska"
AV,VNNF,56.2829,-159.3181,1153.0,"North Flank, Mount Veniaminof, Alaska"
AV,VNSG,56.125,-159.0875,761.0,"Slim Glacier, Mount Veniaminof, Alaska"
AV,VNSO,56.081522,-159.264433,649.5,"South, Mount Veniaminof, Alaska"
AV,VNSS,56.2259,-159.4569,1733.0,"Summit, Mount Veniaminof, Alaska"
AV,VNSW,56.07137,-159.56071,696.8,"Southwest, Mount Veniaminof, Alaska"
AV,VNWF,56.1509,-159.5643,1095.0,"West Flank, Mount Veniaminof, Alaska"
AV,WACK,61.9858,-144.3305,2280.0,"Chichokna Glacier, Mount Wrangell, Alaska"
AV,WANC,62.0027,-144.072,4190.0,"Wrangell North Crater,Mount Wrangell, Alaska"
AV,WASW,61.9277,-144.1745,2196.0,"Wrangell Southwest, Mount Wrangell, Alaska"
AV,WAZA,62.0746,-144.1544,2531.0,"Zanetti, Mount Wrangell, Alaska"
AV,WEBT,54.5902,-164.755,467.0,"Beartrack Creek, Westdahl Peak, Alaska"
AV,WECS,54.53,-164.7796,639.0,"Cape Sarichef, Westdahl Peak, Alaska"
AV,WESE,54.4723,-164.586,953.0,"Southeast, Westdahl Peak, Alaska"
AV,WESN,54.57184,-164.58054,552.5,"South, Westdahl Peak, Alaska"
AV,WESP,54.492371,-164.723326,977.0,"Westdahl Peak, Westdahl Peak, Alaska"
AV,WESS,54.4796,-164.7242,908.0,"Westdahl South, Westdahl Peak, Alaska"
AV,WFAR,54.5329,-164.7781,640.0,"Westdahl Faris Peak, Alaska"
AV,WHTR,60.77968,-148.72701,20.0,Whittier Infrasound Array
AV,WPOG,54.5964,-164.7454,445.0,"Westdahl Pogromni, Alaska"
AV,WTUG,54.8466,-164.3873,636.0,"Tugamak, Westdahl Peak, Alaska"
AV,YAN01,61.22137,-147.610609,581.0,"Yale Arm North 01, Alaska"
AV,YAN02,61.221915,-147.611801,536.0,"Yale Arm North 02, Alaska"
AV,YAN03,61.224284,-147.607924,414.0,"Yale Arm North 03, Alaska"
AV,YAREF,61.21593,-147.61687,737.0,"Yale Arm Reference Site, Alaska"
AV,YAS01,61.21168,-147.62761,642.0,"Yale Arm South 01, Alaska"
AV,YAS02,61.212454,-147.631271,530.0,"Yale Arm South 02, Alaska"
AV,YAS03,61.212788,-147.634677,406.0,"Yale Arm South 03, Alaska"
AV,ZRO,54.09163,-165.97798,441.7,"Zero, Akutan Volcano, Alaska"
CN,A11,47.2431,-70.1969,55.0,"St-Roch-Des-Aulnaies, QC, CA"
CN,A16,47.468,-70.0096,13.0,"Riviere Ouelle, QC, CA"
CN,A21,47.7045,-69.6892,47.0,"St-Andre, QC, CA"
CN,A54,47.4568,-70.4134,377.0,"Misere, QC, CA"
CN,A61,47.6936,-70.0914,380.0,"Sainte Mathilde, QC, CA"
CN,A64,47.8274,-69.8914,132.0,"Saint-Simeon, QC, CA"
CN,ALB,49.27,-124.8287,27.0,"Alberni, BC, CA"
CN,ALRN,82.4968,-62.3525,89.0,"CFB Alert, NU, NU, CA"
CN,ATIO,48.828,-91.595,403.0,"Atikokan, Ontario"
CN,ATKO,48.8231,-91.6004,382.7,"Atikokan Iron Mine, ON, CA"
CN,ATLI,59.5898,-133.7147,793.0,"Atlin, BC, CA"
CN,BAIB,52.5757,-131.7534,804.0,"Barry Inlet, BC, CA"
CN,BATG,47.2767,-66.0599,336.0,"Bathurst, NB, CA"
CN,BBB,52.1847,-128.1133,14.0,"Bella Bella, BC, CA"
CN,BCBC,52.372,-126.755,0.0,"Bella Coola, BC, CA"
CN,BCLQ,46.9264,-71.1727,147.0,"Boischatel, QC, CA"
CN,BFSB,48.8336,-125.136,33.0,"Bamfield, BC, CA"
CN,BIB,49.4103,-123.3105,38.0,"Bowen Island, BC, CA"
CN,BJBQ,50.2874,-62.8094,6.0,"Baie Johan Beetz, QC, CA"
CN,BLBC,52.044,-119.2439,2357.0,"Blue River, BC, CA"
CN,BLKN,64.3185,-96.0024,40.0,"Baker Lake, NU, CA"
CN,BMBC,56.0449,-122.1336,1092.0,"Bull Mountain, BC, CA"
CN,BMSB,48.8356,-125.1355,10.0,"Bamfield Marine Station, BC, CA"
CN,BMTB,56.0451,-122.1332,1099.0,"Bullhead Mountain, BC, CA"
CN,BNAB,53.4932,-130.6368,-19.0,"Bonilla, BC, CA"
CN,BNB,52.5758,-131.7522,756.0,"Barry Inlet, BC, CA"
CN,BOIB,49.3903,-123.3788,470.0,"Bowen Island, BC, CA"
CN,BOIN,46.4612,-66.4088,100.0,"Boiestown, NB, CA"
CN,BPBC,50.1571,-127.7721,729.0,"Brooks Peninsula, BC, CA"
CN,BPEB,50.1566,-127.7719,737.0,"Brooks Peninsula, BC, CA"
CN,BRWY,61.3704,-139.0338,802.5,"Burwash Landing, YT, CA"
CN,BSPQ,47.4418,-70.5056,9.0,"Baie-St-Paul, QC, CA"
CN,BTB,49.4686,-125.5226,1607.0,"Buttle Lake, BC, CA"
CN,BVCY,62.4141,-140.8606,708.0,"Beaver Creek, YT, CA"
CN,CACQ,47.9481,-69.4996,6.0,"Cacouna, QC, CA"
CN,CALQ,45.5858,-75.8084,262.0,"Cantley, QC, CA"
CN,CBB,50.0315,-125.3652,277.0,"Campbell River, BC, CA"
CN,CHEG,46.8083,-60.6745,443.0,"Cheticamp, NS, CA"
CN,CHIQ,48.4898,-71.0123,144.0,"Chicoutimi-Nord, QC, CA"
CN,CHRO,46.0376,-77.3794,180.0,"Chalk River, ON, CA"
CN,CLRN,70.4743,-68.5871,9.0,"Clyde River, NU, CA"
CN,CLRS,48.8203,-124.1309,174.0,"Cowichan Lake Research St, BC, CA"
CN,CNOQ,49.302,-68.0746,194.0,"Cote-Nord, QC, CA"
CN,CNQ,49.302,-68.0746,200.0,"Cote-Nord, QC, CA"
